图像名称,图像概念,图像叙事,类别,距离,图像情感类别,检查,概念
062777.jpg,化妆品套；纤肤,查看淘宝纤肤娇正品化妆品套装护肤修护滋养肌肤娇颜雅姿3件套美祛黄,8,1,0,1.0,
062778.jpg,生菜；消化系统,"多吃生菜,对于人的消化系统大有裨益.",7,1,0,,
062780.jpg,智利；盐湖,"智利,阿塔卡马沙漠,盐湖,盐磐,泻湖",10,3,0,,
062781.jpg,婚纱；欧洲,婚纱简史:古代欧洲少女的公主梦|风尚,11,2,0,,
062782.jpg,火车站,宝鸡火车站,5,3,0,1.0,
062783.jpg,重素描；重色彩,最后我们再来说重素描的画家与重色彩的画家对于色彩的不同运用,14,1,0,,
062784.jpg,交通事故；违法行为；交通陋习,每一起交通事故的发生 都是因为交通违法行为与 交通陋习而产生的,5,3,0,,
062785.jpg,皮卡；大会,2014首届皮卡大会 各路英雄底牌齐出,14,3,0,1.0,
062787.jpg,高楼；万达双塔,这是摄于2021年5月万达双塔以南片区的高楼,10,3,0,,
062788.jpg,股市,20210813股市八图,2,1,0,,
062789.jpg,德阳；买房,"德阳买房板块""鄙视链"",你在这里属于第几级?",10,3,0,1.0,
062791.jpg,店铺名称；个性,"店铺的名称实际上是店铺最好的名片,个性的店铺名称也能够抓人眼球",2,1,0,1.0,
062792.jpg,跑步；多巴胺；心情舒畅,"跑步时身体分泌让人快乐的多巴胺会让心情舒畅,很快忘却烦恼",8,1,0,,
062793.jpg,七分裤；运动裤,劲酷尔紧身跑步训练裤梯度压缩速干七分裤男士马拉松长跑专业运动裤,3,1,0,1.0,
062797.jpg,姜尚；西周,姜尚西周集团ceo的上位之路,14,3,0,,
062799.jpg,万用表,美国actron大屏万用表一个,6,1,0,1.0,
062800.jpg,翡翠,"翡翠有蓝水,因为是fe致色,只能是淡淡的蓝色.",14,1,0,1.0,
062804.jpg,市场；建仓,"市场意义:由于庄家大规模建仓,使前一个头部下方的成交量巨大.",2,1,0,,
062805.jpg,车尾；卧铺床,"车尾采用横置卧铺床设计,车身尾部拓展打开是一张2.1×1",15,1,0,1.0,
062807.jpg,摇滚；外国；90年代,"有一个90年代的外国华丽摇滚,演唱会上脸上画着斑马纹",11,1,0,,
062808.jpg,新疆管理层；篮球,"在做思想工作这块,新疆管理层运用得得心应手.",3,1,6,,
062809.jpg,选调,选调条件,1,1,0,1.0,
062810.jpg,能源企业；可再生能源,"能源企业抛递了橄榄枝,更为我省的可再生能源事业发展做出了重要贡献",6,1,0,,
062811.jpg,案列,其他加工案列,6,1,0,1.0,
062812.jpg,配方；还原剂,具备高化学和物理协调性或低毒性的弱还原剂可以地拿来当成配方中的抗,0,1,0,1.0,
062813.jpg,机器人；追踪路线,"依据被投掷出的链球和标枪轨迹,机器人可以自动判断最佳追踪路线",6,1,0,,
062814.jpg,意匠,"""意匠""的当代解释 动静相宜传匠心",14,1,0,1.0,
062815.jpg,新冠病毒疫苗,我市新冠病毒疫苗接种超100万人,5,1,0,,
062819.jpg,布,丝光珠地布,0,1,0,1.0,
062820.jpg,家和业兴；书画,齐贞俭-《家和业兴》-淘宝-名人字画-中国书画服务,14,1,0,,
062822.jpg,乐器,管乐 乐器,14,1,0,1.0,
062824.jpg,疫情防控；浙江,"浙江重要通知浙江省湖州市,衢州市,金华市也纷纷发布做好疫情防控",5,1,0,,
062825.jpg,倒车,倒车不难,6,1,0,1.0,
062827.jpg,疫情输入；境外,"境外疫情输入阻击战仍在持续,滇滩分站国门卫士未有丝毫懈怠",5,1,0,,
062828.jpg,诈骗；未成年人,"老师,家长们请注意!这8类诈骗类型高发,涉及未成年人!",5,1,0,,
062830.jpg,崂山；啤酒,青岛崂山崂特啤酒,7,1,0,,
062832.jpg,威少；运动员,威少必须保持较高的进攻效率,3,2,0,,
062835.jpg,提升改造,南二环提升改造完工!12月28日中午12点全线试通车,10,3,0,,
062836.jpg,教育专家；丁兰,"丁兰才是教育专家,一句话揭示教育真相",9,1,0,,
062841.jpg,运营现场；义乌城市；话题,郜永华《运营现场》里为什么会有关于义乌城市的话题?,2,1,0,1.0,
062843.jpg,展望药业；公司成立,展望药业股份有限公司成立大会,2,3,0,1.0,
062846.jpg,金鼓鱼,金鼓鱼养殖 金鼓鱼将成珠海金湾主导养殖品种,7,1,0,,
062854.jpg,中梁·学府；开售,中梁·学府壹号不负一城期待——即将全城首开,15,1,0,1.0,
062855.jpg,速腾,"全新一代速腾上市,很懂中国消费者的大众会再次引领潮流吗?",6,1,0,,
062858.jpg,聂耳；体验生活；聂耳；作曲家,"为了创作,聂耳多次深入码头,到工人群体中体验生活.",14,1,0,,
062859.jpg,孩子；异性场所；隐私,"经常带着孩子进入异性场所,还会导致孩子无法形成隐私的意识.",9,1,0,,
062861.jpg,导轨,直线导轨购买洪湖三角直线导轨,0,1,0,1.0,
062863.jpg,核酸检测；降温；电风扇,"在核酸检测现场,社区工作人员都想尽办法为医护人员降温,搬来电风扇",5,1,0,,
062864.jpg,定兴；黄金台,作为定兴人你知道黄金台的故事吗,14,3,0,,
062868.jpg,孙子兵法,"孙子兵法曰:以近待远,以佚待劳,以饱待饥,此治力者也.",14,1,0,,
062869.jpg,西安；流动人口；居住状态,西安市低收入流动人口居住状态研究.pdf,5,1,0,,
062873.jpg,池华街；风雨；路堵,"他从楼上看了看池华街,因为风雨,路堵了.",10,1,0,,
062874.jpg,物业；服务,天山物业:至臻服务传递幸福,15,3,6,1.0,
062875.jpg,秋意；澳大利亚；赏花,"秋意渐浓,去澳大利亚踏春赏花可好?",10,3,0,,
062876.jpg,里巴嫩；涮羊肉,里巴嫩有机热气涮羊肉的点评,7,1,0,,
062878.jpg,爸妈；孩子；谈,爸妈要怎样轻松的与孩子谈,9,1,6,,
062879.jpg,音韵,"《音韵》苏州大学教授:王迈毛笔签赠本(1979年,16开油印本)",14,1,0,,
062880.jpg,外贸；培训,宜选网外贸实战公益培训,9,1,0,1.0,
062881.jpg,商业街；中国,盘点中国最有名的15条商业街,10,3,0,,
062882.jpg,山西；公园,山西美爆了!,10,1,0,,
062883.jpg,矿产,战略性矿产全梳理,14,1,0,1.0,
062884.jpg,班级学风,浅析搞好班级学风建设,9,1,0,,
062885.jpg,那不勒斯队；加比亚迪尼；足球运动员,"那么,现在那不勒斯队史射手王是谁?",3,1,6,,
062886.jpg,簸箕炊；特色小吃,"高州簸箕炊,麦琪绿豆饼等入选广东特色小吃",7,1,0,,
062888.jpg,可视化；数据,3d机房|数据中心可视化|机房可视化|校园可视化|智慧,6,1,0,,
062889.jpg,姚婷；华为,"""天才少女""姚婷:出身普通,经7轮面试进华为,年薪156万",6,3,6,1.0,
062894.jpg,烧伤；补液,烧伤补液量计算公式.doc,8,1,0,,
062895.jpg,画作；书画展,"画作替换,书画展进入""下半程""",14,1,0,,
062898.jpg,高品质；优质服务；茶饮,"没有高品质产品和优质服务做支撑,茶饮品牌将是象牙之塔,南柯一梦.",7,1,0,,
062899.jpg,鹏辰；养殖新技术；书籍,鹏辰正版正版食用蛙高效养殖新技术有问必答养蛙技术书籍食用蛙的人工,9,1,0,1.0,
062901.jpg,新冠；疫情；最新情况,截至2月18日0时 我省新型冠状病毒肺炎疫情最新情况,8,1,0,,
062903.jpg,爱心；折纸,在学校时经常看到别人用钱折成爱心折纸,15,1,0,1.0,
062905.jpg,环保知识；植树节,"学习环保知识,倡导爱绿护绿,低碳生活,这才是植树节的真正内含.",9,1,0,,
062907.jpg,图腾,logo 图腾,0,1,0,1.0,
062908.jpg,名酒；回收,名酒回收回收各个地区均可上门回收,7,1,0,,
062911.jpg,高中；学习压力,"高中阶段的学习任务本就繁重,再加上各种补习班,学习压力更是骤增.",9,1,0,,
062913.jpg,蓬莱；吃住行,2020蓬莱吃住行最全攻略,7,1,0,,
062915.jpg,碳化小麦,碳化小麦和其他植物,7,1,0,,
062920.jpg,刘邦；刘肥；齐国人,"刘邦还规定,凡是有操齐国人口音的地方全归刘肥管辖.",14,1,0,,
062923.jpg,安全保障；汽车发展；方向,"安全保障及驾驶便利的代表作品,或许这正是未来汽车发展的重要方向",6,1,3,1.0,
062924.jpg,松浦大桥；武汉加油,"哈尔滨松浦大桥亮起""武汉加油,中国加油""字幕",5,3,0,,
062925.jpg,艾灸；膝关节,【艾灸】膝关节疾病的治疗,8,1,0,,
062926.jpg,二战；食人蚁,二战时被食人蚁吃掉的尸体,10,1,0,1.0,
062928.jpg,永兴河,"东黑垡村位于大兴区庞各庄镇,永兴河从村子里穿流而过",10,1,0,,
062929.jpg,猪肝,猪肝怎么做好吃,7,1,0,,
062930.jpg,消防人员；搜捕行动,"当天下午,消防人员赶到现场,在户主的指引下立刻开展搜捕行动.",5,1,0,1.0,
062931.jpg,施工图；古宝塔,54m仿古宝塔建筑设计施工图,14,1,0,1.0,
062933.jpg,恒大华府；均价,"目前恒大华府挂牌均价为43929元/平,近一年平稳上涨.",5,1,0,1.0,
062934.jpg,支付宝账单,以上便是小编给你们带来的如何查看支付宝账单的方法介绍,2,1,0,,
062940.jpg,隔离霜,清爽水润修颜双色霜隔离细腻嫩肤妆前乳遮瑕双色妆前,11,1,0,,
062941.jpg,法治；成就奖,"2015年获得""中国法治影响力人物终生成就奖""",5,1,0,,
062942.jpg,风铃；书签,"diy日式风铃 手绘书签 送朋友的开业礼,请感受我的诚意",15,1,0,1.0,
062946.jpg,清扫," 大家拿着工具,积极行动,进行了彻底的清扫,撕除小广告及卫生死角的",5,1,0,1.0,
062947.jpg,花瓣,花瓣,10,1,0,,
062948.jpg,早安；祝福语,2020新版早上好问候语大全 2020最新早安祝福语,15,3,0,1.0,
062949.jpg,霸下,"三皇五帝时期,遇到了霸下,大禹将其收服.",14,3,0,,
062951.jpg,冲刺；梦校,"一切正在回到正轨中,大家可以放平心态,做好充足的准备去冲刺梦校啦",9,1,0,,
062954.jpg,停车位；收费,滁州淮南临时停车位今起收费,5,1,0,1.0,
062955.jpg,军队,"这一支忠心护主的军队已整装待发,誓死匡扶幼主重回朝廷继承皇位.",12,1,0,,
062957.jpg,圆柱；表面积,圆柱体表面积的计算.ppt,9,1,0,,
062958.jpg,荔枝,"贡园守护者，,种荔枝的""杨贵妃""",10,3,0,,
062959.jpg,安全挂锁,厂家供应卫星牌50mm铜挂锁安全挂锁仿金牛纯铜防盗防撬挂锁,15,1,0,1.0,
062963.jpg,俞老师；唱小生,"俞老师自己唱小生,但对昆曲每一个行当,每一个学生都尽心尽力.",14,3,0,,
062964.jpg,孩子；老人养,工作繁忙等问题直接把孩子丢给老人养孩子对于年事已高的老人家来说吃力,5,2,0,,
062969.jpg,古树；雷击起火,青海海东600年古树遭雷击起火,5,1,0,1.0,
062972.jpg,通宝；货币,崇宁通宝狭宝长尾通版折十包老保真_猗兰馆古玩,2,1,0,,
062973.jpg,疫苗免疫,从增加疫苗免疫动员全面性的角度考虑,8,1,0,,
062975.jpg,燃气报警器,安装燃气报警器增加安全系数还可以给家里安装个燃气报警器,5,1,0,,
062976.jpg,最高荣誉；餐饮业,2016年9月获奖中国餐饮业最高荣誉,7,1,0,,
062977.jpg,堰塞湖；影像,云南牛栏江红石岩堰塞湖局部震后4日与6日影像对比图,5,1,0,,
062983.jpg,转债估值；波动率,"这就决定了转债估值是核心,定价模型,波动率等指标非常重要.",2,1,0,,
062986.jpg,悬壶大风歌,悬壶大风歌,9,1,0,,
062987.jpg,奋斗；幸福,"课间操|不要整天""你以为"",幸福都是奋斗出来的!",9,1,0,1.0,
062991.jpg,谭德塞；反对；第三针,中国才在考虑打第三针谭德塞就跳出来反对到底发生了什么,8,1,0,,
062993.jpg,大厦,融汇国际大厦,10,1,0,,
062996.jpg,汽车,五征福临门汽车配件,0,1,0,1.0,
114002.jpg,马丁斯；中超扑克牌,马丁斯以14%的综合得票率当选为中超扑克牌的封面,3,1,0,,
114003.jpg,国资国企改革发展大会,"8月10日上午,全市国资国企改革发展大会暨国企改革三年行动部署会举行",2,3,0,1.0,
114005.jpg,蒙德里安；画直线,"蒙德里安丨用尽一生, 去纠结画直线.",14,3,0,,
114006.jpg,居环境整治；遂溪,"助推农村人居环境整治和建设生态宜居美丽乡村,为遂溪乡村振兴贡献",5,3,0,1.0,
114007.jpg,战略；姆巴佩,战略重建刚需,3,1,0,,
114008.jpg,上币；套章,上币精制《上海审计二十周年》套章!稀少,2,1,0,,
114011.jpg,失信被执行人；用惩戒,联合公布典型失信被执行人名单并对其采取信用惩戒,13,1,0,1.0,
114016.jpg,运煤,"想着我们运的煤可能被全国各地的人使用,就觉得活儿没白干",0,1,0,1.0,
114018.jpg,亚洲；国足,"01年亚洲十强赛,国足客场一比一卡塔尔那个球是谁进的?",3,3,0,,
114019.jpg,大鹏教育,"如果你也是这样,不妨从现在开始改变你的生活,在大鹏教育找一个能让绘画速成的课",9,1,0,,
114020.jpg,坏习惯；新学期,"新学期到来,有这6个坏习惯的孩子,只会越学越差!",9,1,0,,
114021.jpg,物理知识点；思维导图,"简单思维导图,快速记忆初二物理知识点!",9,1,0,,
114024.jpg,点穴；杀牛,"凤阳汉子用螺丝刀""点穴""杀牛",10,1,0,1.0,
114026.jpg,羽绒服,年后羽绒服大清仓这四种再便宜也别买告诉家人别上当,11,2,0,,
114027.jpg,日本；人口老龄化；中国,这意味着中国也会碰到和日本一样的人口老龄化问题\,5,1,0,1.0,
114028.jpg,事故,"事发地附近金城花园和恩济花园两个小区的近10名保安,在事故发生后",5,2,0,,
114031.jpg,dmodes黛玛诗；天猫旗舰店,"实惠多多,等您来访~ dmodes黛玛诗天猫旗舰店",11,1,0,,
114036.jpg,国画,国画,14,1,0,,
114040.jpg,哈里梅根；皇家,哈里梅根要给二胎皇家洗礼自称遭遗传痛苦却仍渴望特权,14,2,0,,
114043.jpg,事业编；辽宁抚顺,"辽宁抚顺事业编招398人,门槛低限制少,每月享受1000元",1,1,0,1.0,
114051.jpg,系统；温控,供热计量温控一体化系统,6,1,0,1.0,
114052.jpg,中型车,5-a/mt中型车 浅内饰_第一,6,1,0,,
114053.jpg,少数民族,众多少数民族齐聚一起,14,3,0,1.0,
114055.jpg,面馆,大众面馆渭南市体育局,7,1,0,,
114058.jpg,国乒队,美黑远离国乒队,3,3,0,,
114059.jpg,多伦玛；瑙艺雕厂,红玉髓多伦玛瑙艺雕厂,10,3,0,,
114061.jpg,拨款；格式,拨款申请格式,2,1,0,1.0,
114062.jpg,隔墙板；义县,义县全自动轻质隔墙板设备行业、,0,1,0,1.0,
114063.jpg,隐形的翅膀；五线谱,谁有隐形的翅膀的五线谱,9,1,0,,
114064.jpg,新意；父亲节,父亲节 不到百元也能送出新意!,11,1,0,1.0,
114067.jpg,杜锋；激怒,昨晚把韩德君激怒的裁判，曾将杜锋驱逐出场，被阿的江指着鼻子骂,3,1,0,,
114069.jpg,烈狮,烈狮,10,1,0,,
114071.jpg,中戏表演；打破记录,中戏表演第一的曾新杨考了589打破赵今麦的记录但长相受争议,9,1,0,,
114073.jpg,德城区；市人民政府,"德城区市人民政府 聊城 辖1个市辖区,6个县,辖1个县级市.",5,3,0,1.0,
114075.jpg,性能表；吊臂起重,300t汽车吊主臂起重性能表,6,1,0,1.0,
114076.jpg,枣碧乡杨家河,"距阆中古城仅15公里枣碧乡杨家河景区山清水秀,鸟语花香,流水潺潺",10,3,0,,
114078.jpg,德军；诱降苏军,"二战德军诱降苏军的宣传画,刻画了为战争所苦的苏联士兵形象",12,1,0,,
114080.jpg,学案；ppt,《未有天才之前》学案课件ppt,9,1,0,,
114082.jpg,东京奥运会；金牌,东京奥运会金牌抠掉皮,3,1,0,,
114083.jpg,双耳瓶；官窑,宋修内司官窑双耳瓶,14,1,0,,
114084.jpg,政委；调研,省军区政委南兵军率工作组到东营区进行调研,12,1,0,,
114086.jpg,麻城；石材出口,"麻城预计全年石材出口3100万美元,加快建成全国石材高",5,3,0,1.0,
114090.jpg,景德镇；乾隆,"有许多地方不明了:如底款为乾隆,但图3上却有景德镇市古",14,1,0,1.0,
114091.jpg,保时捷；动力,"保时捷为新款 Macan 基础款车型全新开发了一款四缸涡轮增压发动机,最大功率265马力,最大扭矩400牛·米。",6,1,0,,
114092.jpg,王森；名厨学院,"王森世界名厨学院不负众望,推出「法式甜点研修班三个",7,1,0,,
114093.jpg,里脊；猪,"里脊肉,也是猪身上最稀少的肉,一头猪上的里脊肉加起来只有约4斤重",7,1,0,,
114094.jpg,动物；摄影,动物艺术摄影500x500分辨率高清头像图片,10,1,0,,
114095.jpg,北京；工业自动化；展览会,2022北京工业自动化展|北京工业自动化展|6月22日北京,6,1,0,1.0,
114098.jpg,国安；全北现代后,"国安0-1全北现代后,迎坏消息!排名被这队反超,失出线主动权",3,1,0,,
114104.jpg,包头巾,日就月将干发帽女超级吸水速干可爱干发巾懒人浴帽洗头包头巾帽,15,1,0,1.0,
114106.jpg,新年；第一天；上班,"新年第一天上班, 据说都是这样的.",15,1,0,1.0,
114107.jpg,磁共振；肌瘤,"磁共振检查,肌瘤内伴有出血性大",8,1,0,,
114109.jpg,孙颖莎；陈梦；乒乓球员,我的队员我最懂面对孙颖莎陈梦的起伏看李隼如何给出准确评价,3,1,0,,
114110.jpg,蓝天保卫战；交警,"长沙县交警打出""组合拳"",助力打赢蓝天保卫战!",5,3,0,1.0,
114111.jpg,会场；布置,"会场布置力求完美,每个物品的位置及摆放精心调整",5,3,0,1.0,
114113.jpg,纪念园；湖北,湖北5千万建纪念园 依山而建规模宏大,10,3,0,,
114116.jpg,画师," 作为画师的弟弟丝毫没有办法,只能任由他们吵闹着.",14,1,0,,
114117.jpg,彩虹；星巴克,"又有人解锁了新彩虹星巴克隐藏说,店员:都谁特么那么闲!",7,1,0,,
114118.jpg,建筑设计；长株潭地区,"站房建筑设计规模约8.5万㎡,是长株潭地区铁路枢纽的大型客站.",5,1,0,1.0,
